,mean,sigma
0,74.34583532419079,36.94267976185324
1,178.2019847978973,35.743253037662825
2,-0.0027587695532702073,2.3597309073772346
3,0.2736838893408924,0.2317483417275297
4,1.085227747943257,0.8415826901292837
5,1.2272400735232627,0.9389374164369827
6,-0.0025911331429730616,2.2919460215233314
7,58.88054373129198,31.038303681659443
8,0.8777636752968193,0.6833329964253563
9,109.53973133994694,48.620875527614984
10,82.84485083122864,49.10000776760214
11,-0.05621858995999189,0.5496752516172778
12,310.89258867758156,109.72700299312265
13,0.03795901168358552,0.9992800625938748
14,108.32447644071026,57.07928435644751
15,-0.00286277589814984,1.119815137939396
16,69.34173318072284,31.820232161849766
17,-0.003525236486925179,1.1363889477688471
