,mean,sigma
0,74.23339393362474,38.051706517889265
1,177.92096185147307,35.9966899407367
2,-0.005395352571756436,2.378905810646426
3,0.27729319641707273,0.23115635179927194
4,1.085524012374566,0.8399166997446064
5,1.2106003264539473,0.927809260980878
6,-0.0013704585778168382,2.2718269205324124
7,66.08894207324529,31.41316384105046
8,0.8615167023802178,0.6753382325069005
9,115.03075800865791,50.00719501520597
10,85.99984285032052,51.749335207535026
11,-0.1178215535800078,0.5370942061641428
12,320.8387127776746,117.24304514930287
13,0.03570309362075891,0.999363544056769
14,110.76823571202029,61.33467893429485
15,-0.00849336008816556,1.1136244648928104
16,69.7481410595645,33.00518459045539
17,-0.010388540819097916,1.1301452895428437
